# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep  4 14:20:46 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_lum,sy_dist
IRAS 04125+2902 b,IRAS 04125+2902,0.0770000000,10.73820351,80.80000000,0.359000,,41.4199,854.00,4080.00,1.450000,0.700000,-0.33161,159.24400000
ITG 15 b,ITG 15 A,435.0000000000,12.10000000,6674.39654700,20.700000,,,2601.00,,,,,136.37000000
K2-10 b,K2-10,0.1370000000,3.84000000,27.00000000,2.600000,0.310000,54.1000,703.00,5620.00,0.980000,0.920000,-0.10088,272.36000000
K2-100 b,K2-100,0.0301000000,3.88000000,21.80000000,2.040000,0.000000,1915.0000,1841.00,5945.00,1.240000,1.150000,0.24969,188.95900000
K2-101 b,K2-101,0.1124000000,2.00000000,4.66000000,3.200000,0.100000,,618.00,4927.00,0.760000,0.820000,-0.59482,188.33000000
K2-102 b,K2-102,,1.30000000,2.24000000,5.600000,0.100000,,,4695.00,0.710000,0.770000,-0.65738,188.17500000
K2-104 b,K2-104,0.0242000000,1.79000000,3.86000000,3.700000,0.090000,62.1000,798.00,3712.00,0.480000,0.510000,-1.43415,189.28900000
K2-105 b,K2-105,0.0833000000,3.59000000,30.00000000,3.560000,0.000000,140.1250,928.00,5636.00,0.970000,1.050000,-0.18892,197.98900000
K2-107 b,K2-107,0.0475000000,15.98000000,266.97720000,0.350000,0.000000,,1649.00,6061.00,1.810000,1.300000,0.46446,685.20000000
K2-108 b,K2-108,0.0581000000,5.33000000,59.40000000,2.220000,0.180000,762.0000,1360.00,5599.00,1.760000,1.170000,0.40539,477.29500000
K2-11 b,K2-11,0.2257000000,7.55000000,44.40000000,0.567000,,9.8400,734.00,5433.00,5.150000,1.350000,-0.31039,329.30900000
K2-110 b,K2-110,0.1020700000,2.59200000,15.90000000,5.020000,0.130000,27.7000,638.00,5010.00,0.713000,0.738000,-0.56708,116.47400000
K2-111 b,K2-111,0.0565000000,1.82000000,5.58000000,5.000000,0.100000,490.0000,1309.00,5775.00,1.250000,0.840000,0.27875,200.39400000
K2-111 c,K2-111,0.1156900000,3.33000000,11.08000000,1.650000,0.071000,,,5775.00,1.250000,0.840000,0.27875,200.39400000
K2-113 b,K2-113,0.0642000000,12.14000000,410.00070000,1.970000,0.000000,277.3900,1098.00,5660.00,1.240000,1.040000,0.00860,635.72200000
K2-114 b,K2-114,0.0944000000,10.59248676,638.83509807,2.960000,0.079000,40.0000,701.40,4899.00,0.832000,0.863000,-0.44370,475.75800000
K2-115 b,K2-115,0.1415000000,11.80305668,321.00669107,1.070000,0.063000,20.4393,696.00,5870.00,0.855000,0.918000,-0.10791,413.59100000
K2-116 b,K2-116,0.0480000000,0.69000000,0.25700000,4.300000,0.060000,78.6000,,4348.35,0.669400,0.694512,-0.74639,49.38550000
K2-117 b,K2-117,0.0189000000,2.03000000,4.78000000,3.140000,0.060000,145.8000,868.00,3778.00,0.510000,0.540000,-1.35655,101.63200000
K2-117 c,K2-117,0.0492000000,2.06000000,4.90000000,3.080000,0.150000,21.4000,537.00,3778.00,0.510000,0.540000,-1.35655,101.63200000
K2-118 b,K2-118,0.2450000000,2.54000000,6.99000000,2.340000,0.200000,4.3000,,4726.29,0.734626,0.756446,-0.56055,321.72200000
K2-119 b,K2-119,0.0698000000,2.53000000,6.94000000,2.350000,0.070000,54.9000,666.00,4740.00,0.710000,0.760000,-0.68533,365.58100000
K2-12 b,K2-12,0.0792000000,2.44000000,5.20000000,1.600000,0.500000,185.0000,1026.00,5672.00,1.117000,0.965000,0.07181,326.38100000
K2-121 b,K2-121,0.0629000000,7.52000000,44.10000000,0.570000,0.220000,89.5000,738.00,4690.00,0.670000,0.690000,-0.74531,169.39800000
K2-122 b,K2-122,0.0373000000,1.16000000,1.65000000,5.810000,0.210000,79.9000,769.00,4009.00,0.590000,0.630000,-1.10237,72.04440000
K2-123 b,K2-123,0.1649000000,2.76000000,8.05000000,2.100000,0.060000,2.9000,338.00,4035.00,0.590000,0.620000,-1.14267,161.55500000
K2-124 b,K2-124,0.0490000000,2.90000000,8.75000000,1.970000,0.080000,8.7000,442.00,3570.00,0.388000,0.390000,-1.65919,140.38500000
K2-125 b,K2-125,0.1210000000,2.18000000,5.39000000,2.860000,0.080000,2.0000,,3654.47,0.402049,0.494727,-1.64124,124.15600000
K2-126 b,K2-126,0.0656000000,1.97000000,4.54000000,3.260000,0.060000,35.3000,601.00,4339.00,0.650000,0.690000,-0.87762,102.95300000
K2-127 b,K2-127,0.0411000000,8.37000000,52.90000000,0.496000,0.120000,105.6000,809.00,4575.00,0.660000,0.720000,-0.25445,709.99900000
K2-128 b,K2-128,0.0560000000,1.42000000,2.60000000,4.990000,0.230000,68.8000,,4469.51,0.777569,0.711248,-0.82159,114.63700000
K2-129 b,K2-129,0.0570000000,1.04000000,1.12000000,5.470000,0.130000,4.5000,,3459.09,0.360010,0.360031,-1.82842,27.79570000
K2-13 b,K2-13,0.2114000000,1.89000000,4.23000000,3.440000,,22.8000,511.00,5698.00,0.780000,0.800000,-0.13534,342.39400000
K2-130 b,K2-130,0.0320000000,1.25000000,2.10000000,5.910000,0.170000,136.4000,,4356.47,0.744261,0.695630,-0.79892,118.01100000
K2-131 b,K2-131,0.0093600000,1.69000000,7.90000000,8.800000,0.000000,4070.0000,2223.00,5120.00,0.759500,0.803000,-0.47906,152.50900000
K2-132 b,K2-132,0.0916000000,14.57170000,155.73670000,0.277000,0.290000,293.3740,1586.00,4840.00,3.850000,1.080000,0.94349,609.81800000
K2-133 b,K2-133,0.0319400000,1.34000000,2.36000000,5.390000,,,,3655.00,0.455000,0.461000,-1.47886,75.17030000
K2-133 c,K2-133,0.0434100000,1.60300000,3.20000000,4.270000,,,,3655.00,0.455000,0.461000,-1.47886,75.17030000
K2-133 d,K2-133,0.0748700000,2.00300000,4.67000000,3.190000,,48.3251,734.00,3655.00,0.455000,0.461000,-1.47886,75.17030000
K2-133 e,K2-133,0.1346000000,1.73000000,3.64000000,3.860000,,1.8000,296.00,3655.00,0.455000,0.461000,-1.47886,75.17030000
K2-136 b,K2-136,0.0707000000,1.01400000,4.30000000,24.000000,0.140000,33.5000,610.00,4500.00,0.677000,0.742000,-0.77650,59.24740000
K2-136 c,K2-136,0.1185000000,3.00000000,18.10000000,3.690000,0.047000,11.9100,470.00,4500.00,0.677000,0.742000,-0.77650,59.24740000
K2-136 d,K2-136,0.1538000000,1.56500000,3.00000000,4.300000,0.071000,7.0700,420.00,4500.00,0.677000,0.742000,-0.77650,59.24740000
K2-137 b,K2-137,0.0058000000,0.64000000,158.91500000,,0.000000,,1471.00,3697.00,0.290000,0.463000,-1.48388,98.87650000
K2-138 b,K2-138,0.0338500000,1.51000000,3.10000000,4.900000,0.048000,486.0000,1157.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-138 c,K2-138,0.0446100000,2.29900000,6.31000000,2.800000,0.045000,279.0000,1012.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-138 d,K2-138,0.0589300000,2.39000000,7.92000000,3.100000,0.043000,160.0000,888.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-138 e,K2-138,0.0782000000,3.39000000,12.97000000,1.800000,0.077000,91.1000,757.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-138 f,K2-138,0.1044700000,2.90400000,1.63000000,0.400000,0.062000,51.0000,653.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-138 g,K2-138,0.2310900000,3.01300000,4.32000000,0.900000,0.059000,9.2900,445.00,5356.30,0.863000,0.935000,-0.28654,202.58500000
K2-139 b,K2-139,0.1796000000,9.11000000,123.00021000,0.910000,0.120000,,524.00,5370.00,0.880000,0.960000,-0.29948,153.85600000
K2-14 b,K2-14,0.0627000000,4.81000000,20.70000000,1.020000,0.140000,8.0000,488.00,3789.00,0.450000,0.470000,-0.96847,364.04800000
K2-140 b,K2-140,0.0680000000,13.56286665,295.58041851,0.660000,0.000000,204.0000,962.00,5585.00,1.060000,0.960000,-0.04915,347.91700000
K2-141 b,K2-141,0.0074700000,1.51000000,4.97000000,7.930000,0.000000,3260.0000,2103.00,4570.00,0.681000,0.708000,-0.75000,61.87360000
K2-141 c,K2-141,0.0683000000,7.00000000,8.00000000,0.081000,0.092000,39.1000,695.00,4570.00,0.681000,0.708000,-0.75000,61.87360000
K2-146 b,K2-146,0.0248000000,2.05000000,5.77000000,3.690000,0.129000,20.7000,534.00,3385.00,0.330000,0.331000,-1.82391,79.30020000
K2-146 c,K2-146,0.0327000000,2.19000000,7.49000000,3.920000,0.075000,,,3385.00,0.330000,0.331000,-1.82391,79.30020000
K2-147 b,K2-147,0.0157500000,1.47286006,2.77000000,4.760000,0.380000,200.1000,1077.00,3690.00,0.578000,0.563000,-1.25181,90.54940000
K2-148 b,K2-148,0.0454000000,1.33000000,2.33000000,5.440000,,48.8000,,4079.00,0.632000,0.650000,-0.99568,124.45800000
K2-148 c,K2-148,0.0616000000,1.73000000,3.64000000,3.860000,,26.5000,,4079.00,0.632000,0.650000,-0.99568,124.45800000
K2-148 d,K2-148,0.0774000000,1.64000000,3.33000000,4.150000,,16.8000,,4079.00,0.632000,0.650000,-0.99568,124.45800000
K2-149 b,K2-149,0.0830000000,1.64000000,3.33000000,4.150000,,7.0000,,3745.00,0.568000,0.595000,-1.30980,123.67600000
K2-15 b,K2-15,0.0910000000,2.48000000,6.71000000,2.420000,,48.0000,676.00,5131.00,0.680000,0.720000,-0.45314,493.99200000
K2-150 b,K2-150,0.0727000000,2.00000000,4.66000000,3.200000,,4.9000,,3499.00,0.436000,0.457000,-1.58503,102.48300000
K2-151 b,K2-151,0.0373000000,1.49000000,2.83000000,4.700000,,20.8000,566.00,3695.00,0.450000,0.470000,-1.55284,69.47980000
K2-152 b,K2-152,0.1716000000,2.29000000,5.86000000,2.680000,,2.9000,337.00,4044.00,0.610000,0.630000,-1.06048,108.44900000
K2-153 b,K2-153,0.0614000000,2.00000000,4.66000000,3.200000,,11.8000,497.00,3845.00,0.530000,0.550000,-1.36653,143.12500000
K2-154 b,K2-154,0.0405000000,1.99000000,4.62000000,3.220000,,57.5000,715.00,4097.00,0.630000,0.650000,-1.01773,129.35600000
K2-154 c,K2-154,0.0677000000,2.07000000,4.94000000,3.060000,,20.5000,552.00,4097.00,0.630000,0.650000,-1.01773,129.35600000
K2-155 b,K2-155,0.0562000000,1.80000000,3.89000000,3.670000,,19.9000,708.00,4258.00,0.580000,0.650000,-1.22915,72.79980000
K2-155 c,K2-155,0.0946000000,2.60000000,7.27000000,2.270000,,7.0000,583.00,4258.00,0.580000,0.650000,-1.22915,72.79980000
K2-155 d,K2-155,0.1937000000,1.90000000,4.27000000,3.420000,,1.6700,381.00,4258.00,0.580000,0.650000,-1.22915,72.79980000
K2-156 b,K2-156,0.0149000000,1.10000000,1.37000000,5.660000,,,1347.00,4460.00,0.620000,0.660000,-0.83803,150.21000000
K2-157 b,K2-157,0.0096200000,0.93500000,1.14000000,7.700000,,6660.0000,2432.00,5334.00,0.860000,0.890000,-0.21020,298.37300000
K2-157 c,K2-157,0.1650000000,6.08000000,30.80000000,0.753000,0.200000,22.6500,587.00,5334.00,0.860000,0.890000,-0.21020,298.37300000
K2-157 d,K2-157,0.3090000000,5.16000000,23.30000000,0.932000,0.500000,6.4600,429.10,5334.00,0.860000,0.890000,-0.21020,298.37300000
K2-158 b,K2-158,0.0887000000,2.64000000,7.46000000,2.230000,,,794.00,5503.00,0.950000,0.920000,-0.16298,197.29900000
K2-158 c,K2-158,0.0622000000,1.28000000,2.18000000,5.710000,,,948.00,5503.00,0.950000,0.920000,-0.16298,197.29900000
K2-159 b,K2-159,0.1013000000,2.26000000,5.73000000,2.730000,,,684.00,5425.00,0.830000,0.900000,-0.29599,170.99800000
K2-16 b,K2-16,0.0667000000,2.02000000,4.74000000,3.160000,,44.5000,658.00,4742.00,0.660000,0.680000,-0.76082,334.96700000
K2-16 c,K2-16,0.1229000000,2.54000000,6.99000000,2.340000,,13.1000,485.00,4742.00,0.660000,0.680000,-0.76082,334.96700000
K2-160 b,K2-160,,3.17824034,10.20000000,1.750000,,,,5649.00,0.913754,0.982829,-0.13676,315.36300000
K2-161 b,K2-161,,6.11721229,31.10000000,0.747000,,,,4972.00,2.568173,0.986876,0.91922,916.31900000
K2-162 b,K2-162,0.0795000000,1.44000000,2.67000000,4.910000,,,631.00,4842.00,0.690000,0.750000,-0.65691,124.43300000
K2-163 b,K2-163,,2.46610713,6.65000000,2.440000,,,,4937.00,0.762201,0.826112,-0.54141,208.52900000
K2-164 b,K2-164,,3.24925008,10.60000000,1.700000,,,,5791.00,2.196069,1.180894,0.59002,375.67000000
K2-165 b,K2-165,,1.27443657,2.17000000,5.760000,,,,5185.00,0.803827,0.834847,-0.36982,134.59100000
K2-165 c,K2-165,,1.55409035,3.03000000,4.440000,,,,5185.00,0.803827,0.834847,-0.36982,134.59100000
K2-165 d,K2-165,,2.64809498,7.50000000,2.220000,,37.0819,629.38,5185.00,0.803827,0.834847,-0.36982,134.59100000
K2-166 b,K2-166,0.0858000000,2.19000000,5.43000000,2.840000,,,1140.00,5960.00,1.610000,1.160000,0.45848,476.88200000
K2-167 b,K2-167,0.0932000000,2.36509493,6.50000000,2.870000,0.480000,317.0000,1220.00,6310.00,1.499000,1.084000,0.50651,80.89940000
K2-168 b,K2-168,,1.86000000,4.12000000,3.520000,,,766.35,5502.70,0.830000,0.877000,-0.17649,243.93500000
K2-169 b,K2-169,,1.27328671,2.16000000,5.750000,,,,5548.00,0.919053,0.986144,-0.16063,235.86700000
K2-17 b,K2-17,0.1190000000,2.23000000,5.60000000,2.770000,0.180000,4.9100,487.00,4320.00,0.660000,0.710000,-0.99660,125.10600000
K2-170 b,K2-170,,1.41817537,2.60000000,5.010000,,,,5748.00,0.981614,0.963657,0.07170,392.87200000
K2-170 c,K2-170,,1.80176470,3.90000000,3.660000,,,,5748.00,0.981614,0.963657,0.07170,392.87200000
K2-171 b,K2-171,,2.68657205,7.69000000,2.180000,,,,5250.00,1.717458,0.891587,0.51583,606.12800000
K2-172 b,K2-172,,1.66608079,3.42000000,4.060000,,,,5569.00,0.868889,0.934356,-0.20215,249.74200000
K2-172 c,K2-172,,3.20569097,10.40000000,1.730000,,,,5569.00,0.868889,0.934356,-0.20215,249.74200000
K2-173 b,K2-173,,1.60826194,3.22000000,4.250000,,,,5580.00,0.843154,0.881538,-0.05981,228.64100000
K2-174 b,K2-174,0.1260000000,2.60000000,7.27000000,2.270000,,10.9555,455.00,4455.00,0.676000,0.700000,-0.77269,99.92930000
K2-175 b,K2-175,,2.03803688,4.81000000,3.120000,,,,5909.00,1.420038,1.094693,0.41926,247.26600000
K2-176 b,K2-176,,1.49090097,2.83000000,4.690000,,,,5428.00,0.864160,0.938545,-0.34794,247.30200000
K2-177 b,K2-177,,2.11620480,5.13000000,2.970000,,,,6063.00,1.213565,1.210525,0.34158,492.16700000
K2-178 b,K2-178,,3.55790985,12.40000000,1.510000,,117.8260,840.29,5525.00,0.887267,0.951090,-0.28382,214.75300000
K2-179 b,K2-179,,2.51267885,6.86000000,2.380000,,,,5015.00,0.768067,0.824345,-0.52287,190.81000000
K2-18 b,K2-18,0.1429000000,2.37000000,8.92000000,4.110000,0.200000,1.0050,284.00,3457.00,0.411000,0.359000,-1.59688,38.02660000
K2-18 c,K2-18,0.0600000000,2.65000000,7.51000000,2.220000,0.470000,,363.00,3457.00,0.411000,0.359000,-1.59688,38.02660000
K2-180 b,K2-180,0.0756000000,2.46597575,11.41003981,4.160000,0.075000,67.0000,797.50,5365.00,0.719000,0.735000,-0.41341,203.89600000
K2-181 b,K2-181,0.0714000000,2.83587212,8.43000000,2.030000,0.400000,,1015.00,5520.00,1.040000,1.022000,-0.04431,360.91100000
K2-182 b,K2-182,0.0517400000,2.71257333,20.97667486,5.700000,0.071000,146.9000,965.80,5128.00,0.789000,0.823000,-0.41117,154.83000000
K2-183 b,K2-183,,1.10000000,1.37000000,5.660000,,,,5482.00,0.870000,0.942219,-0.13179,329.04100000
K2-183 c,K2-183,0.0932000000,2.30000000,5.90000000,2.660000,,,787.00,5482.00,0.870000,0.942219,-0.13179,329.04100000
K2-183 d,K2-183,0.1527000000,2.30000000,5.90000000,2.660000,,,615.00,5482.00,0.870000,0.942219,-0.13179,329.04100000
K2-184 b,K2-184,0.1685000000,1.47000000,2.76000000,4.770000,,,533.00,5245.00,0.750000,0.840000,-0.39912,75.58570000
K2-185 b,K2-185,,1.15000000,1.60000000,5.780000,,,809.00,5788.00,0.940000,0.960000,-0.09029,268.35700000
K2-185 c,K2-185,,2.39000000,6.30000000,2.540000,,,477.00,5788.00,0.940000,0.960000,-0.09029,268.35700000
K2-186 b,K2-186,,3.17207779,10.20000000,1.760000,,,,5784.00,0.980830,1.018617,0.05040,330.73900000
K2-187 b,K2-187,0.0164000000,1.20000000,1.87000000,5.950000,,,1815.00,5438.00,0.830000,0.966999,-0.19607,330.91600000
K2-187 c,K2-187,0.0392000000,1.40000000,2.54000000,5.090000,,,1173.00,5438.00,0.830000,0.966999,-0.19607,330.91600000
K2-187 d,K2-187,0.0720000000,2.40000000,6.35000000,2.520000,,,865.00,5438.00,0.830000,0.966999,-0.19607,330.91600000
K2-187 e,K2-187,0.1106000000,1.90000000,4.27000000,3.420000,,,698.00,5438.00,0.830000,0.966999,-0.19607,330.91600000
K2-188 b,K2-188,0.0289000000,1.35000000,2.39000000,5.340000,,,1692.00,5977.00,1.190000,1.060000,0.21087,446.82100000
K2-188 c,K2-188,0.0785000000,2.83000000,8.40000000,2.040000,,230.6280,1026.00,5977.00,1.190000,1.060000,0.21087,446.82100000
K2-189 b,K2-189,0.0361000000,1.52000000,2.92000000,4.570000,,,1197.00,5519.00,0.870000,0.940000,-0.21855,242.11300000
K2-189 c,K2-189,0.0680000000,2.50000000,6.80000000,2.390000,,,872.00,5519.00,0.870000,0.940000,-0.21855,242.11300000
K2-19 b,K2-19,0.0740000000,7.00000000,32.40000000,0.334000,0.200000,87.7000,854.00,5322.00,0.820000,0.880000,-0.29196,289.82700000
K2-19 c,K2-19,0.0971000000,4.10000000,10.80000000,0.940000,0.210000,48.8000,745.00,5322.00,0.820000,0.880000,-0.29196,289.82700000
K2-19 d,K2-19,0.0344000000,1.11000000,10.00000000,51.400000,0.000000,583.5000,1252.00,5322.00,0.820000,0.880000,-0.29196,289.82700000
K2-190 b,K2-190,,1.35673729,2.41000000,5.300000,,,,5631.00,0.912206,0.904597,-0.06781,160.67900000
K2-190 c,K2-190,,1.09308317,1.34000000,5.640000,,,,5631.00,0.912206,0.904597,-0.06781,160.67900000
K2-191 b,K2-191,,1.57889322,3.12000000,4.360000,,,,5176.00,0.839696,0.900994,-0.34502,287.18800000
K2-192 b,K2-192,0.0490000000,1.52000000,2.92000000,4.570000,,,939.00,5222.00,0.810000,0.900000,-0.36021,221.75300000
K2-193 b,K2-193,0.1184000000,3.95000000,14.80000000,1.320000,,,739.00,5817.00,0.980000,1.010000,-0.07572,411.92300000
K2-194 b,K2-194,,3.64229858,12.90000000,1.470000,,,,5979.00,1.281115,1.110086,0.36302,629.51000000
K2-195 b,K2-195,0.1208000000,3.13000000,9.96000000,1.780000,,,720.00,5713.00,0.990000,0.940000,-0.01196,315.01400000
K2-195 c,K2-195,,2.57581891,7.16000000,2.300000,,,,5712.00,0.906367,0.963364,-0.01196,315.01400000
K2-196 b,K2-196,,3.59970536,12.60000000,1.480000,,,,6045.00,1.538801,1.162095,0.64355,584.87700000
K2-197 b,K2-197,0.0806000000,2.56000000,7.08000000,2.320000,,,848.00,5667.00,0.930000,1.000000,-0.11379,247.63700000
K2-198 b,K2-198,,4.18900000,16.30000000,1.220000,,,715.80,5212.90,0.757000,0.799000,-0.40084,110.56700000
K2-198 c,K2-198,,1.42300000,2.61000000,4.980000,,,1229.90,5212.90,0.757000,0.799000,-0.40084,110.56700000
K2-198 d,K2-198,,2.43800000,6.52000000,2.470000,,,943.20,5212.90,0.757000,0.799000,-0.40084,110.56700000
K2-199 b,K2-199,0.0382000000,1.73000000,6.90000000,7.200000,0.020000,116.2000,913.00,4491.00,0.682000,0.711000,-0.73283,107.51800000
K2-199 c,K2-199,0.0662000000,2.85000000,12.40000000,2.900000,0.030000,38.6000,694.00,4491.00,0.682000,0.711000,-0.73283,107.51800000
K2-200 b,K2-200,,1.36439870,2.43000000,5.260000,,,,5233.00,0.791736,0.860208,-0.42880,184.13100000
K2-201 b,K2-201,,1.40006712,2.54000000,5.090000,,,,5507.00,0.878161,0.956055,-0.27594,197.93200000
K2-201 c,K2-201,,3.28568401,10.80000000,1.670000,,,,5507.00,0.878161,0.956055,-0.27594,197.93200000
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,4.1600000000,13.70000000,349.61124770,0.747000,,,,,,0.584000,,5200.00000000
K2-202 b,K2-202,,2.30165603,5.91000000,2.660000,,,,5491.00,0.910685,0.971461,-0.33519,300.39700000
K2-203 b,K2-203,0.0824000000,1.26549392,2.14000000,5.800000,0.230000,,738.40,5026.00,0.765000,0.793000,-0.47237,166.14700000
K2-204 b,K2-204,0.0738000000,3.17214154,10.20000000,1.760000,0.280000,,1148.00,5783.00,1.253000,1.076000,0.19866,577.23500000
K2-205 b,K2-205,,1.99552771,4.64000000,3.210000,,,,5890.00,1.077574,0.951027,0.19406,405.30100000
K2-206 b,K2-206,,2.79522879,8.22000000,2.070000,,,,5043.00,0.758046,0.789481,-0.43502,244.44300000
K2-207 b,K2-207,,2.60585269,7.30000000,2.270000,,,,5522.00,0.928158,0.941851,-0.17314,363.06400000
K2-208 b,K2-208,0.0487800000,1.67462172,3.45000000,4.040000,0.370000,,1122.00,5500.00,0.872000,0.881000,-0.20135,256.88700000
K2-209 b,K2-209,,0.86850263,0.58600000,4.920000,,,,4720.00,0.712365,0.744790,-0.58815,76.49860000
K2-21 b,K2-21,0.0760000000,1.84000000,4.04000000,2.700000,0.100000,10.0000,500.00,4222.06,0.646783,0.676023,-0.98492,83.64480000
K2-21 c,K2-21,0.1070000000,2.49000000,6.76000000,5.400000,0.210000,5.1000,420.00,4222.06,0.646783,0.676023,-0.98492,83.64480000
K2-210 b,K2-210,,0.86000000,0.56600000,4.890000,,,,5500.00,0.890000,0.911717,-0.24869,176.51000000
K2-211 b,K2-211,0.0141900000,1.33162691,2.33000000,5.420000,0.190000,,1873.00,5117.00,0.818000,0.851000,-0.38300,272.29700000
K2-212 b,K2-212,0.0785000000,2.65000000,7.51000000,2.220000,,21.9640,542.00,4349.00,0.678000,0.622000,-0.90958,109.21800000
K2-213 b,K2-213,,1.51398464,2.90000000,4.590000,,,,5794.00,1.204240,1.069596,0.24679,389.70200000
K2-214 b,K2-214,0.0834000000,2.43000000,6.48000000,2.480000,,,1006.00,5854.00,1.270000,1.050000,0.19579,300.64000000
K2-215 b,K2-215,,2.12381238,5.16000000,2.960000,,,,5704.00,0.974398,0.999987,-0.02639,403.96400000
K2-216 b,K2-216,0.0280000000,1.75000000,8.00000000,8.200000,0.000000,248.0000,1103.00,4503.00,0.720000,0.700000,-0.72125,115.46100000
K2-217 b,K2-217,,3.57854073,12.50000000,1.500000,,,,5967.00,1.333718,1.102661,0.23239,381.87800000
K2-218 b,K2-218,,2.56948149,7.13000000,2.310000,,,,5757.00,1.008231,1.047488,-0.00284,394.08300000
K2-219 b,K2-219,,1.34762583,2.38000000,5.340000,,,,5753.00,1.189232,1.021545,0.15097,325.40000000
K2-219 c,K2-219,,1.43839723,2.66000000,4.910000,,,,5753.00,1.189232,1.021545,0.15097,325.40000000
K2-219 d,K2-219,,2.57634456,7.16000000,2.300000,,,,5753.00,1.189232,1.021545,0.15097,325.40000000
K2-22 b,K2-22,0.0090000000,2.30000000,444.96200000,,0.190000,114.0000,2100.00,3879.00,0.580000,0.595292,-1.07440,243.83600000
K2-220 b,K2-220,0.1104000000,2.39000000,6.30000000,2.540000,,,758.00,5660.00,1.020000,0.960000,-0.06106,233.51400000
K2-221 b,K2-221,,1.67890272,3.46000000,4.020000,,,,5716.00,0.947599,1.010842,-0.06367,318.81000000
K2-222 b,K2-222,0.1206000000,2.35000000,8.70000000,3.680000,0.160000,96.0000,871.00,5942.00,1.115000,0.989000,0.13852,101.32100000
K2-223 b,K2-223,0.0127000000,0.89000000,0.64000000,4.990000,,,2271.00,5859.00,1.000000,1.060000,-0.03543,198.60400000
K2-223 c,K2-223,0.0549000000,1.50000000,2.86000000,4.660000,,,1091.00,5859.00,1.000000,1.060000,-0.03543,198.60400000
K2-224 b,K2-224,0.0516000000,1.56000000,3.05000000,4.410000,,,1002.00,5620.00,0.840000,0.910000,-0.24102,275.25500000
K2-224 c,K2-224,0.0886000000,2.41000000,6.39000000,2.510000,,,764.00,5620.00,0.840000,0.910000,-0.24102,275.25500000
K2-225 b,K2-225,0.1409000000,3.60929179,12.70000000,1.480000,0.230000,,923.00,5520.00,1.700000,1.482000,0.38202,357.77800000
K2-226 b,K2-226,0.0409500000,1.53899305,2.98000000,4.490000,0.220000,,1187.00,5288.00,0.889000,0.856000,-0.25337,211.26500000
K2-227 b,K2-227,,1.66551298,3.41000000,4.060000,,,,5673.00,0.890666,0.950811,-0.16664,187.23400000
K2-228 b,K2-228,0.0338000000,1.21000000,1.92000000,5.960000,,,914.00,4715.00,0.650000,0.710000,-0.84881,129.46000000
K2-229 b,K2-229,0.0131000000,1.00000000,2.49000000,8.900000,0.000000,,1818.00,5315.00,0.790000,0.870000,-0.38869,102.56400000
K2-229 c,K2-229,0.0769000000,2.03000000,21.30000000,12.800000,0.000000,,750.00,5315.00,0.790000,0.870000,-0.38869,102.56400000
K2-230 b,K2-230,0.0409000000,1.96000000,4.50000000,3.280000,,,1529.00,5945.00,1.390000,1.110000,0.31741,540.77300000
